student_id,roll_no,full_name,gender,email,phone,branch,year,semester,section,academic_id,semester_academics,cgpa,sgpa,class_rank,backlogs,internal_avg,external_avg,attendance_id,semester_attendance,attendance_percentage,classes_attended,classes_conducted,low_attendance,placement_id,aptitude_score,resume_score,communication_score,interview_readiness,employability_score,placement_probability,placed,package_lpa,portfolio_id,projects,certifications,github_repositories,github_score,risk_id,backlog_risk,attendance_risk,placement_risk,overall_risk,ai_suggestion,skill_id,python,java,sql,machine_learning,data_science,communication,coding_score
1947,CSE221947,Student_948,Female,student947@mail.com,9000000993.954554,IT,2.0,8.0,C,872.0794577390731,2.0,7.48,6.77,33.874733401318274,2.1520087386598705,20.709194901978865,48.4192771141734,100.0,3.0,90.54,135.5826395921399,149.53684255335375,0.81,1039.1052629501874,79.01,53.27,79.47,75.76847237855095,56.9,Low,0.36762638645798595,15.463222875749434,864.0707252213972,1.6435753443549193,1.5737499783017594,2.285067271161089,38.14,916.2734158006999,High,High,High,Medium,"Improve attendance, DSA, projects.",764.7177886635648,80.45644687056098,69.7598835367113,81.43628339679904,66.28011257708576,67.58254368602542,78.51644897248082,100.0
1948,CSE221948,Student_948,Female,student948@mail.com,9000000917.336702,ECE,4.0,1.0,C,891.7940059337916,7.0,8.69,8.81,19.97365677184416,0.2795123900463954,26.293911485511384,61.25125042015126,100.0,6.0,89.31,134.00638109060068,150.09882010144423,0.0,751.4196697628753,99.46,71.6,92.98,96.71856035208035,72.05,High,0.12101720392462227,0.41837743163450136,1064.471674217189,2.6114483728442663,3.3281136191753853,4.8305383634737815,50.36,975.8051185694083,Low,Low,Low,Medium,"Improve attendance, DSA, projects.",1329.6553690642359,92.44754976327569,95.77056885049097,95.52900794227789,85.57270018664481,96.04488869181823,96.46970966801815,100.0
1949,CSE221950,Student_949,Male,student950@mail.com,9000000849.478312,ECE,4.0,3.0,A,980.4566707225497,1.0,8.06,8.47,15.308191147484203,0.5548169768148699,23.56232881681429,55.953389837150716,100.0,7.0,89.78,133.43257080522523,150.19238763862214,0.15,903.6703183034805,93.48,61.15,82.59,86.97521141744805,64.68,High,0.3238874690241993,-0.14908653871322744,896.5713221061427,2.3082100416840636,3.5184488794809794,4.93730586263232,58.43,1053.433546059287,Medium,Low,Low,Medium,"Improve attendance, DSA, projects.",1179.3666174986026,83.52555152620612,78.18010027193012,76.77021177898176,74.37649394578916,80.89462658632502,83.57421583366155,100.0
1950,CSE221951,Student_951,Male,student951@mail.com,9000001068.042442,IT,4.0,5.0,C,940.9620179178175,8.0,9.33,8.77,111.24964293303735,0.21888386164464452,28.705249259572913,66.54811420887089,100.0,6.0,100.0,148.9322989451196,150.7905531642429,0.0,1186.9683740379573,94.83,84.62,97.87,94.40717789913857,79.62,High,1.0730904113723114,6.30697335917477,1067.2072942805416,4.740055155081252,5.817580960999148,5.7965516952711145,55.69,1066.3918701898183,Medium,Low,Low,Low,Keep consistency.,1072.200039188942,89.9421988507988,83.32853373500055,92.32356451746404,80.12856281514102,88.85810385390123,96.78161026565098,100.0
1951,CSE221951,Student_951,Female,student952@mail.com,9000000898.961718,IT,1.0,5.0,C,905.0623123298226,8.0,10.0,8.24,2.2073220908322644,0.07611748134720905,27.32834193638416,62.91827624370469,100.0,3.0,83.16,124.57606501130823,150.07109436964558,0.0,971.0517791077779,100.0,72.12,91.62,92.23201083709823,72.17,Medium,0.5332432447716298,11.114292493430153,1069.1640302360265,2.7254636449621588,5.895370656600441,6.268378790391287,54.94,938.3335130166475,Medium,Low,Medium,Low,"Improve attendance, DSA, projects.",944.4262954150005,82.58822651555948,72.23851996123639,81.2445415922295,82.99619277476882,69.4311745194789,91.23820942778241,100.0
1952,CSE221953,Student_952,Female,student953@mail.com,9000000782.700056,ECE,2.0,6.0,C,740.1636190875903,3.0,5.71,5.07,18.25969458869795,4.813444603982565,16.4895365753263,39.329095545212006,100.0,2.0,77.02,114.16793629400912,150.00646201416046,0.0,1002.4785045873408,73.61,52.84,86.74,82.41270500895068,47.2,Medium,0.418614113693272,0.15051323826067525,932.2993819766278,1.0982633349697064,1.3541693293948978,3.9444426920381845,32.25,1074.0696850946772,Low,Low,High,Medium,"Improve attendance, DSA, projects.",812.6893441149742,79.44731232748188,72.2345410020084,85.12292253222164,58.2278976640289,62.0537530367198,86.07957590753506,89.08
1953,CSE221954,Student_953,Female,student953@mail.com,9000000792.731167,IT,4.0,5.0,B,1013.1672790150845,7.0,8.28,7.09,103.43141985370262,0.5639174411660925,23.405928222166974,56.25353975951611,100.0,1.0,98.04,148.3707617460416,150.51213428194345,0.34,967.2775371022245,83.28,64.64,87.65,84.48410740606914,63.04,Medium,1.1140540035978976,11.937235879037043,809.7328348835357,3.0822526091376607,3.066427519629094,3.821415044610678,40.77,974.0914145436079,High,High,Medium,Medium,"Improve attendance, DSA, projects.",988.370204185801,71.58075954383101,70.69917147417267,67.82674293515524,54.607460164411584,60.4347311895209,90.58922632588357,100.0
1954,CSE221954,Student_954,Male,student954@mail.com,9000000855.304403,DS,2.0,0.0,C,1057.1305086682128,6.0,7.46,6.05,96.56224173808491,1.8784488514401478,21.38583831121457,51.304092651965554,100.0,5.0,96.64,143.5969568696513,150.12779023994966,0.0,1116.4177239998564,65.07,44.11,54.49,59.28425200676674,47.73,Low,-0.0015915702726476103,-0.5135082900625818,1103.5668018639483,1.7744683006647322,2.857279432305829,9.548175330859388,37.25,920.1461721467117,Medium,Low,High,Medium,Keep consistency.,981.7131291981221,59.107409255905694,67.0993219378218,50.497264525677565,41.85532686642568,51.80470380137432,55.000984756534585,100.0
1955,CSE221956,Student_956,Female,student956@mail.com,9000000720.025307,DS,2.0,7.0,C,1085.8308690191107,4.0,7.32,8.57,100.50046934085155,0.7997506430628942,24.611341861275328,58.232782573530606,100.0,5.0,83.8,127.08451695196337,149.20213470613686,0.15,940.9400012511131,73.37,62.88,82.49,78.72201263476211,64.29,Medium,0.5440162216940923,9.148932198099335,1088.174340008081,2.6076396128268122,3.3235239000657244,7.926189588941532,59.77,1022.1248473186967,Medium,Low,Medium,Low,"Improve attendance, DSA, projects.",1035.729631617551,74.11128477269305,87.84658494217298,82.19394917759031,62.47650036841893,66.22770757017888,83.17394015776073,100.0
1956,CSE221957,Student_957,Male,student956@mail.com,9000000966.1678,DS,3.0,9.0,B,1191.6159983207176,0.0,6.28,6.5,83.63579394464745,2.894902373648253,19.288749608860112,45.48651816149269,100.0,6.0,91.43,135.620192829644,150.05371633989478,0.08,989.389581487035,62.18,46.51,72.2,66.71928960978526,50.95,Low,-0.2569239528050914,-1.0991332267137706,1213.542349662373,1.372514819253699,2.9777851215379445,8.091102906355236,20.72,1052.1942903402232,Low,Low,High,High,"Improve attendance, DSA, projects.",1075.4042532595172,73.96110433985676,66.99972649856805,67.4090417065758,58.22817451520859,64.16685932954755,70.14900092125235,100.0
1957,CSE221958,Student_957,Male,student957@mail.com,9000001082.057478,ECE,2.0,5.0,A,915.4375121287873,9.0,9.19,8.3,43.617598716428574,1.5846977638954045,25.448178795382283,60.48999874285045,100.0,7.0,78.74,116.52236890355846,149.9135333461527,0.0,1020.1368619297625,97.5,69.42,100.0,97.90428905491693,74.79,High,2.0489223231224623,6.684973930136764,803.1115893219577,2.4507731839017373,4.198768064855531,3.874814021180773,52.52,1078.974503214525,Medium,Low,Low,Low,Keep consistency.,803.1639013341781,100.58677316774363,97.73037355085437,100.63011292874198,93.95811098624856,98.63067512315499,98.64981713579299,100.0
1958,CSE221958,Student_959,Female,student959@mail.com,9000001104.886812,CSE,4.0,1.0,B,867.1680860131465,7.0,7.08,7.95,60.99520006949524,1.9405629882285005,21.374190584061544,50.10135599944571,100.0,2.0,79.95,121.38136532280872,149.76903880220496,0.26,887.545635048711,71.18,58.24,89.83,79.6515098935324,56.15,Low,-0.04196564381843122,0.7523991037692853,964.8004487377588,1.7952809043488496,2.207784715576269,3.4333721823791863,13.52,831.0803231242925,Medium,Low,High,Medium,"Improve attendance, DSA, projects.",1000.0129094602736,71.66154936913038,69.59994143229414,78.31783078290321,54.79585866388541,62.680279560504154,90.26858162769403,100.0
1959,CSE221959,Student_959,Female,student959@mail.com,9000001012.287905,DS,1.0,8.0,B,914.1501505834772,1.0,8.22,7.18,111.44828446029014,0.837448823136691,24.000650484980753,54.76949503562919,100.0,5.0,96.96,144.0780943857261,150.32489072301163,0.1,1046.76026464322,79.83,66.17,85.75,80.91290864557078,66.3,High,0.6325606158906281,14.999993629552753,874.2082783518391,2.4081071869717747,3.916242869359627,4.531468186444839,32.57,803.7961385410945,High,High,Medium,Medium,"Improve attendance, DSA, projects.",1066.493647506502,87.29472543799939,77.8373203468984,88.19748705830422,66.75147140031332,90.72646966086516,83.92715937236373,100.0
1960,CSE221961,Student_960,Female,student960@mail.com,9000001055.48514,CSE,4.0,5.0,B,808.392534777491,7.0,7.31,6.98,11.31143796528342,2.6846002685135937,22.190307302208858,51.989626214627556,100.0,6.0,91.41,136.10109966229425,149.97797090634577,0.0,938.876018187418,66.71,53.45,71.12,72.86325847860395,59.15,Low,-0.6229644729721058,0.3440663026002148,1073.2615936413983,1.8385671391729927,3.0447325153097915,4.702749916901803,46.61,902.38997268397,Medium,Low,High,High,"Improve attendance, DSA, projects.",1102.661001483358,77.94627011841366,81.87738071514113,74.04718183750414,76.81761774715031,73.02774578825964,72.49799067490164,100.0
1961,CSE221961,Student_962,Male,student962@mail.com,9000000931.513203,CSE,3.0,5.0,C,962.547248014161,1.0,10.0,8.38,112.0821755139639,0.45220088972451816,28.051167246159753,66.60473511221565,100.0,5.0,97.76,145.03991820989785,148.99692152310354,0.0,902.0398373317133,83.31,73.11,86.78,83.87636215820127,77.56,Medium,0.1559860590962252,9.425231650030543,1041.047438707658,4.235889215026597,5.1764845702474584,4.178827720804029,70.2,1249.1464429456364,Low,High,Medium,Low,Keep consistency.,822.5087578888724,90.02318694803598,95.45428209055386,93.15176772656274,94.02362036259665,81.4482127883687,84.4307011816247,100.0
1962,CSE221962,Student_962,Male,student962@mail.com,9000001008.968807,DS,2.0,7.0,C,801.2599880717386,6.0,7.33,7.19,42.992047890009495,0.6298125369983107,22.93792843656194,53.095645728323184,100.0,7.0,84.37,125.67721775924623,148.90339704100134,0.0,1043.5145619210778,83.31,54.02,71.01,78.15726051117117,61.82,Medium,0.6052285014325882,9.9582741078322,1078.1162330174482,2.655737355406422,2.1807756377896355,12.687477448685913,56.13,963.4853411927751,Medium,High,Medium,Medium,"Improve attendance, DSA, projects.",998.0136746014226,83.4360138705932,82.5652681595996,75.9722357693772,69.9058516309607,79.48917597450964,72.55367124888923,100.0
1963,CSE221964,Student_964,Male,student963@mail.com,9000001097.316044,IT,4.0,4.0,A,986.1477860078996,6.0,8.43,9.69,1.475022744724308,-0.025999842427338937,26.90752141416248,62.395010095283574,100.0,6.0,76.64,114.82304319808459,149.59656120731282,0.3,885.0423967432524,97.58,79.32,99.38,99.37477175417378,74.48,Medium,0.6953705051284462,17.565808299862923,979.8199874056545,3.4600189310247975,4.3186404767998905,5.743151099941909,54.43,1027.3219845000801,Low,Low,Medium,Medium,"Improve attendance, DSA, projects.",936.2947493691292,95.01019374598988,89.4869414076734,91.82590895913738,86.45812098518803,83.92788399703208,101.50891181934792,100.0
1964,CSE221964,Student_964,Male,student964@mail.com,9000001009.049234,CSE,1.0,2.0,B,786.4076217767276,7.0,9.08,8.76,43.701358103603525,0.5110106742648398,27.104915843422084,60.491156125082675,100.0,2.0,91.85,134.97368837307758,150.49923845561125,0.21,971.6947595258366,93.43,76.77,96.53,92.78170762328202,75.65,Medium,0.248288003119569,11.260730935094893,1200.2358946341074,4.224647592920566,3.219580089676901,7.271666365676771,75.24,1073.525663371051,Medium,Low,Medium,Medium,"Improve attendance, DSA, projects.",1115.4987459847214,93.28475093691759,83.28146003615794,88.77216329364946,77.48860993435572,99.12959463558394,98.76928290508836,100.0
1965,CSE221965,Student_965,Female,student965@mail.com,9000001076.100868,ECE,2.0,3.0,C,1133.3581244761629,2.0,8.02,6.93,88.84954653184366,1.0327252131166051,22.831170171644704,52.36165802872753,100.0,4.0,87.75,129.35125998754444,149.51854569322325,0.95,812.840617797842,78.76,56.11,76.16,77.75234027104985,56.0,Low,-0.617956338679351,-0.794388392364456,977.9909882145918,3.7436331458035705,2.191816124422729,10.431465879244131,53.15,929.7521877084321,High,Low,High,High,Keep consistency.,924.6462422837634,64.20954314339323,65.16598439806923,58.45563723761047,55.690111821204475,67.61178422710259,77.01758276755496,100.0
1966,CSE221967,Student_966,Male,student967@mail.com,9000000916.078728,DS,2.0,6.0,A,949.848747747656,4.0,8.2,7.08,115.22475085651007,1.1355091043770975,24.138498967927188,56.9122434441928,100.0,5.0,82.27,123.69068150762983,149.90845972191394,0.18,885.120642752246,87.01,65.3,92.8,92.18479744621041,67.28,Medium,1.7140736490049888,15.515793419319646,842.0455844545713,3.410614593853386,2.8975858278103357,5.337629755842982,44.42,906.5866526820191,High,Low,Medium,Medium,Keep consistency.,1068.4504068139092,91.03064431931168,90.28082681507108,89.69798976611325,87.0142688152453,77.04315054956058,94.62696980819457,100.0
1967,CSE221967,Student_967,Female,student968@mail.com,9000000838.666985,AI,4.0,5.0,C,843.3922690328,6.0,9.67,10.54,110.59373576625991,-0.26583164056632574,28.926403721634067,67.71991978308898,100.0,3.0,99.14,147.94017164111236,150.32837909069173,0.03,1042.5399223560748,92.86,79.05,90.59,93.3119955860358,81.6,Low,0.862502661426795,14.409387863165696,874.357039611477,3.724201932242664,5.943915686708465,5.108112784915997,60.37,978.866434185573,Low,Low,Low,High,"Improve attendance, DSA, projects.",869.8716111042494,96.14111552679866,91.63737282896608,100.6991908708992,81.82845810939729,80.41863683551507,95.64260505653965,100.0
1968,CSE221968,Student_968,Female,student968@mail.com,9000000904.095701,CSE,3.0,3.0,A,1162.6074670021394,7.0,4.82,6.16,27.776656279244296,3.2134809851943253,16.465446145630807,41.12721722240049,100.0,2.0,77.73,117.63704446560583,150.61861546200774,0.17,1087.8218286306414,76.02,47.98,67.45,70.07418473406065,44.42,Medium,-0.14626346889358277,0.6037135786885531,1020.5684393257096,1.4346362881485657,3.0323525835322807,5.292568368222468,49.48,1025.8564904803234,High,High,High,High,"Improve attendance, DSA, projects.",856.665234053363,63.84610868788796,67.71252934954956,69.70998500002636,61.85039106517305,58.93532805394986,66.93657329854264,93.65
1969,CSE221970,Student_969,Male,student969@mail.com,9000000896.901796,ECE,3.0,5.0,C,956.1824497436411,4.0,6.55,5.85,38.226493606708814,2.4071087269727456,19.1134286388143,47.98778259125729,100.0,4.0,80.97,120.70540186152849,150.67554514623336,0.0,1099.7348375731333,61.23,53.24,77.57,70.21975654177697,53.94,Low,1.626855373419569,5.111587683977584,995.525071291984,1.4347000020704948,3.44602559680909,4.433679295064779,36.46,946.8937787064559,High,Low,High,Medium,Keep consistency.,936.476662937918,81.12416285106346,85.2092092900294,74.50656700774283,78.08155122620548,72.02886663838548,78.87421471411714,100.0
1970,CSE221970,Student_971,Male,student971@mail.com,9000000941.331331,CSE,2.0,1.0,A,975.3261403514507,3.0,8.78,8.09,51.80051748881934,-0.3948036706437291,24.88327818623394,58.4904611790854,100.0,0.0,78.82,117.8646787023374,150.1012972706635,1.12,903.244999414894,84.81,66.82,94.33,89.26451899645615,68.43,High,1.848363078845782,8.138840375216349,1186.9776082058784,2.7367061432059168,3.647597119043297,9.98177335157964,49.79,1056.4080913134603,Medium,High,Medium,Medium,Keep consistency.,950.0492037477234,86.23209961491466,78.17012560354509,88.05320214204569,78.35763729857149,75.0482012051343,89.21579164129447,100.0
1971,CSE221972,Student_971,Female,student971@mail.com,9000000906.1592,IT,2.0,7.0,C,1043.9462042933342,4.0,8.24,7.57,31.041203466510176,2.9281964361774113,22.51099755335357,51.48639929772157,100.0,4.0,93.93,140.2858476974384,150.2389737235748,0.0,992.0097184864169,55.25,54.06,67.41,61.07840023834888,57.56,Medium,-0.8300662770799918,-0.28801732766198573,793.2505482258154,2.73227445375685,2.695887166768016,10.822066113781736,43.75,1143.0597841341869,High,High,Medium,High,Keep consistency.,1002.7340021585998,72.7916550033527,69.98007399212929,78.82386936102324,58.250341917448516,70.17632805797183,67.89260394882498,100.0
1972,CSE221972,Student_972,Female,student972@mail.com,9000001090.814434,IT,2.0,1.0,A,1066.254523427589,8.0,6.85,6.85,26.51071866009045,1.1571632354254664,20.025373928781324,45.80400282443894,100.0,5.0,87.76,128.18040207957446,149.83138699985824,0.0,915.2013415720736,58.39,32.42,53.82,55.79250075214575,44.36,Low,0.011538089476504735,0.7476400254439902,1060.1174005403973,1.0821914108463577,0.935761632184554,4.279580042126331,37.99,897.9049729556232,High,Low,High,Medium,Keep consistency.,832.3396633953519,54.67220437650051,64.56765972593776,52.77230891305879,38.4593485070847,45.74689140704811,53.70499299579771,100.0
1973,CSE221974,Student_973,Male,student974@mail.com,9000000940.93699,DS,2.0,6.0,A,1051.2245716953785,5.0,5.57,6.14,80.75067795482826,3.2709452984653957,18.606051816696386,42.18125816569346,100.0,3.0,73.62,108.71179439985397,149.90077815081608,0.65,945.7816016203263,45.07,31.52,38.3,42.68325440583954,36.11,Low,0.06449096234092302,-0.2846833651093276,1001.111353853026,1.015105149746971,2.592198131009865,3.54116555724271,31.11,1092.8010577559164,High,Low,Medium,High,"Improve attendance, DSA, projects.",1006.193664046318,49.76594823611871,57.242636996174326,43.336661817045325,45.78883537274853,56.0954517246876,35.43793397271676,88.29
1974,CSE221975,Student_974,Male,student975@mail.com,9000000863.652195,CSE,3.0,4.0,C,752.2867799706307,7.0,6.0,6.02,109.88094413758661,3.6216814283604055,19.846186142357407,44.39197745492267,100.0,8.0,75.85,112.54789978551118,150.52990240487807,0.0,865.9480318090077,62.9,52.41,66.41,65.75804770120153,51.74,Low,-0.6396226033130304,0.3461400490645222,942.9624765607269,2.86665477657104,2.3681406928407585,4.861472102610613,40.14,998.9637621050638,High,Low,High,High,Keep consistency.,758.0819360064665,65.16092326182775,73.50872270589221,60.86370995357709,63.69796899017203,64.50565111712676,68.28264530800588,98.75
1975,CSE221976,Student_975,Female,student975@mail.com,9000001159.060236,ECE,1.0,4.0,A,908.9662758288869,7.0,6.44,6.91,89.03560233137387,2.624532680804915,21.56859401940097,49.1964955762073,100.0,4.0,91.21,135.3548120370838,150.04321382499865,0.0,973.318139988858,72.59,43.1,53.31,62.899764493224104,49.78,Medium,-0.22228454180278487,-0.6279768233203772,965.1956526379957,1.5250236872015628,2.8968637108016067,3.735278684698366,37.0,1094.819944022282,Medium,High,High,Medium,"Improve attendance, DSA, projects.",948.7468605254072,66.2195712519237,61.191926222089755,70.79701125031205,61.068511861232324,66.49211227894395,54.16834788596012,100.0
1976,CSE221976,Student_976,Male,student976@mail.com,9000000667.1997,IT,3.0,1.0,C,974.9900035383885,3.0,9.1,8.76,57.45338949866593,0.12423349953457669,26.7611265969359,62.97773948942115,100.0,4.0,97.38,143.75199256636907,150.94952244187982,0.0,1005.3492265332006,98.01,67.23,87.29,89.6985740482566,69.83,High,0.9834721109599645,10.390719079058211,1055.6037239402046,2.6389614158298587,3.7686710930057576,9.052846884941822,44.05,757.2170006269107,Medium,Low,Medium,Medium,"Improve attendance, DSA, projects.",953.0268332803114,91.68585657762596,97.28027254047564,85.20966908272223,78.1342517271245,77.43240811156652,89.58920361989304,100.0
1977,CSE221977,Student_978,Male,student977@mail.com,9000001032.792103,IT,4.0,3.0,B,1060.1663724441037,6.0,8.36,8.17,93.56655122225082,1.9375274832121585,24.90813590480702,56.638211286052076,100.0,4.0,79.2,117.91045523729346,149.7998200498382,0.07,733.6005809518958,67.75,62.24,71.77,72.17335902173613,65.71,High,-0.6932709439336727,-0.42914491406815103,1033.009150638242,4.123513182230462,4.95737084505083,12.097676070613302,63.4,851.3081035792427,Medium,High,Medium,Medium,Keep consistency.,922.9827867327242,75.61618729140855,68.39803346704471,73.3640985480499,78.78602931016,61.674350646326715,68.84891663261227,100.0
1978,CSE221979,Student_978,Female,student979@mail.com,9000000874.594126,IT,5.0,4.0,B,1056.3511335845108,2.0,9.02,9.26,8.046419240624019,0.5188783343610236,26.93779739629221,62.64936142956336,100.0,2.0,81.15,122.40902153190623,150.67607939699684,0.0,1019.0455991375967,60.94,60.44,65.82,65.34605506860765,70.92,High,0.5531149408773736,12.997919176431399,881.2411896518322,4.248647345219221,5.242544489688212,9.583966784472691,48.03,965.8810017607317,Medium,High,Medium,Low,Keep consistency.,877.5146625847449,68.72744007511702,61.66428726419348,66.05152686747347,66.78041735348087,75.84502214749197,67.06377055678931,100.0
1979,CSE221980,Student_979,Male,student979@mail.com,9000001213.969904,IT,4.0,7.0,A,821.5743901659657,3.0,9.76,8.99,32.3323008716706,0.7890454150915794,27.94248584031483,65.11471868279843,100.0,3.0,85.09,129.11267052778288,150.33363331722717,0.0,1072.8690939407227,88.78,71.9,88.63,87.81951587445361,76.06,Medium,1.1161639576881335,6.690404314578257,831.1471549711407,3.233739406867872,3.847364600435704,7.582253336673223,55.03,1278.0236956134956,Low,High,Medium,Low,Keep consistency.,1005.4252456947996,96.43209511658968,93.5223866084674,88.95148252696777,99.87227530690271,98.78142418116622,86.73640360558151,100.0
1980,CSE221981,Student_980,Male,student980@mail.com,9000001139.60163,IT,2.0,6.0,A,869.3402281722542,7.0,6.44,6.33,123.87819963592233,3.689384706361749,19.220665227386895,45.47662623455306,100.0,6.0,75.55,113.38132106572179,150.14452279656717,0.74,1131.1479556219472,63.98,40.08,53.57,58.417276220733655,43.61,Medium,-0.3626698534842389,-0.0025637172521759707,1048.9980856219374,0.5239065934233185,2.8244111858047116,4.419826052845368,38.36,989.3376506175011,High,Low,High,High,"Improve attendance, DSA, projects.",1064.562767394924,53.41341559765436,45.4912764341193,49.02960066033913,46.51293741181457,45.143355568460244,54.14376624765934,100.0
1981,CSE221981,Student_982,Female,student981@mail.com,9000000951.54894,CSE,1.0,3.0,C,1005.6754502624656,2.0,8.67,8.88,13.829173633426233,-0.46920667160918733,28.037603301102795,61.83591627691603,100.0,7.0,83.55,124.83420059718604,150.39507414336217,0.0,1101.4222994071458,91.51,68.98,88.28,88.96874306370167,71.76,High,0.9385099018902714,5.2085085212875475,836.6867587606297,2.8165427991944276,5.718556108684561,6.850795884780718,48.75,824.6479851780168,Low,Low,Medium,Low,"Improve attendance, DSA, projects.",964.4907243375868,84.90844833130784,92.29981861153057,78.34620233929475,76.24493951161094,76.9838771950375,82.82567937756662,100.0
1982,CSE221983,Student_982,Female,student982@mail.com,9000000981.752232,AI,3.0,6.0,C,1052.7006424220392,7.0,8.66,9.78,-3.2515781278371794,-0.05386817116601903,28.218609153574096,65.63434945156439,100.0,9.0,94.03,140.5033501420277,150.52802842419302,0.0,1112.6672014022336,93.88,76.28,94.29,95.06652029120424,79.54,High,0.7060199942338421,9.039194658060135,941.8805480638067,4.677940905798294,5.54900998937206,10.871994329280167,68.16,832.922247203854,Low,High,Medium,Low,"Improve attendance, DSA, projects.",1128.4316748235103,97.66001621731237,98.30581140000122,97.91040388623779,97.18394869815776,88.20679230566452,95.79737058858498,100.0
1983,CSE221984,Student_983,Female,student983@mail.com,9000001003.059967,DS,4.0,7.0,A,1015.3388957801533,4.0,5.67,7.2,49.785344667369046,2.887206092576175,18.606538274438233,43.34841585701638,100.0,2.0,85.65,128.35717807331505,150.57327141754678,0.0,1183.4459325147561,80.03,50.15,77.07,76.23025103728494,51.45,Low,1.0640711707292319,-0.468619291107909,1174.6821183877694,1.8041249908128538,2.4140820466930326,7.221806581766805,53.59,1043.570167641382,High,High,High,Medium,"Improve attendance, DSA, projects.",1107.0081964489598,75.12316216681506,68.22519725557314,70.23171664152673,77.76252050947684,62.7036432062523,76.22707098940592,90.74
1984,CSE221984,Student_984,Female,student984@mail.com,9000001020.227207,AI,0.0,2.0,C,1037.5923376890917,7.0,5.83,6.14,83.31839802217064,3.51270240890062,19.043987775411892,45.117313473263735,100.0,3.0,70.08,105.34694723974056,150.20482289553001,0.58,1125.5604690361552,53.93,32.86,41.21,44.415412126136,42.59,Low,0.18924722908265437,0.25416645350853656,879.5395662773158,2.630151980772976,2.2942182168235146,9.366721946835119,44.25,1087.248679341428,High,High,Medium,Medium,Keep consistency.,929.6235224819819,61.283476446031166,57.09855017651066,69.06848508053544,55.53423795445149,55.46709581414834,39.8961437729236,95.91
1985,CSE221985,Student_986,Female,student985@mail.com,9000000628.511683,AI,1.0,1.0,C,1111.559010791428,4.0,4.86,5.33,119.05954154392737,3.2829602181670503,16.825288052872185,40.077203043045486,100.0,4.0,81.43,118.79339032316037,150.80431397120614,0.39,925.9981333300077,40.17,29.39,47.64,42.33831191175903,32.13,Low,0.04362375359450269,0.42763008922640683,990.2722674955421,0.19519307943925768,-0.35066013519565475,3.834996777237715,26.0,1026.5513335437606,High,High,High,High,"Improve attendance, DSA, projects.",853.996050193037,44.154333109623295,47.779830848399726,48.77490237767148,25.245786064255658,30.083512659129692,46.07960189635073,75.89
1986,CSE221986,Student_987,Female,student986@mail.com,9000000765.618313,ECE,-0.0,4.0,B,993.4163576997302,7.0,5.64,5.04,75.26264116205357,4.295803294583194,17.240137022537976,40.09498135568996,100.0,8.0,86.96,128.79941630436684,149.64827114831277,0.0,961.1830378036792,63.1,42.96,68.77,65.87745508276628,41.5,Medium,0.07692093384151996,-0.34901339570827206,969.8867720940002,1.9222379587667915,0.25843191201228555,9.187270904937016,48.16,1042.3822216549252,High,Low,High,High,"Improve attendance, DSA, projects.",949.970182654927,46.47640426196124,40.8663232087374,45.93023854219513,34.110223175884414,48.50243656483447,65.35492568729553,100.0
1987,CSE221988,Student_987,Female,student987@mail.com,9000001059.596558,IT,1.0,5.0,B,1040.2043162054429,7.0,7.82,8.24,68.57268330457526,2.4820211554152816,24.308694113707254,58.45801784849673,100.0,6.0,85.21,126.76133722209242,149.7048069923691,0.42,964.2495588903006,87.22,66.16,82.04,83.00755038239872,69.66,Medium,-0.019837673836216665,-0.21559212129903949,1000.0409042722947,3.0287981286272467,4.105354742066005,10.630899895846984,38.22,1008.3130111757353,High,Low,Medium,Low,"Improve attendance, DSA, projects.",1010.4810560383139,85.13558861932836,78.11040307781218,78.29077851762432,83.12597134871524,85.32466408731008,81.16004182654963,100.0
1988,CSE221988,Student_989,Male,student988@mail.com,9000000872.035713,IT,4.0,3.0,C,1007.9704274292773,7.0,6.73,8.34,27.794671616755124,0.8549315930685772,22.66548293733251,54.01129380906615,100.0,7.0,86.09,129.9397610578177,150.69879767975888,0.0,1216.9435175331666,75.68,59.76,73.89,73.90010469927743,61.12,Medium,-0.06340192343296569,0.1299101728611855,1077.6342262979742,3.225959966049474,3.238548353395075,4.886928740781546,53.19,829.3028559356725,Medium,High,Low,Medium,"Improve attendance, DSA, projects.",1085.9585615898025,76.14675308457505,81.20377188869794,84.73282998040669,71.25781871877717,77.69349402428442,71.76415973451859,100.0
1989,CSE221990,Student_990,Female,student989@mail.com,9000001052.25138,AI,1.0,3.0,B,909.1820501389119,1.0,7.75,7.13,88.8225848307522,3.0055638283106756,22.091376814651884,50.743432864835356,100.0,2.0,79.97,120.37850225508457,150.23878553894968,0.85,1052.7670624019509,87.73,62.27,86.95,88.52872560440758,58.28,Low,-0.553527634543835,-0.33586275554979395,1076.8824649307696,2.1203044984167163,3.9704559966929,11.478690115875068,36.22,933.3757540656554,Medium,Low,Medium,Medium,Keep consistency.,972.3375110282278,80.1061789696986,88.65002721707002,83.43060954346984,70.5427783410879,70.3020446832849,89.18096620348629,100.0
